"curve.id","stressor.label","stressor.x","units.x","response.label","response.y","units.y","plot.type"
"Estuary_Residents","Mean_Fork_Length",80,"mm","First_year_ocean_survival",4.99698455984943e-07,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",80.5,"mm","First_year_ocean_survival",8.23861997808781e-07,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",81,"mm","First_year_ocean_survival",1.35831478907691e-06,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",81.5,"mm","First_year_ocean_survival",2.2394715825714e-06,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",82,"mm","First_year_ocean_survival",3.69223479766578e-06,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",82.5,"mm","First_year_ocean_survival",6.0873854909995e-06,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",83,"mm","First_year_ocean_survival",1.00361829748259e-05,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",83.5,"mm","First_year_ocean_survival",1.65462731672413e-05,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",84,"mm","First_year_ocean_survival",2.72785748088162e-05,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",84.5,"mm","First_year_ocean_survival",4.49703698129197e-05,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",85,"mm","First_year_ocean_survival",7.41316568624753e-05,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",85.5,"mm","First_year_ocean_survival",0.000122189974244544,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",86,"mm","First_year_ocean_survival",0.000201369021947719,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",86.5,"mm","First_year_ocean_survival",0.000331761948591199,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",87,"mm","First_year_ocean_survival",0.000546333354772226,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",87.5,"mm","First_year_ocean_survival",0.000898991098660312,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",88,"mm","First_year_ocean_survival",0.00147742537872195,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",88.5,"mm","First_year_ocean_survival",0.00242303212680733,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",89,"mm","First_year_ocean_survival",0.00396051003943963,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",89.5,"mm","First_year_ocean_survival",0.00643838525834716,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",90,"mm","First_year_ocean_survival",0.0103756758376953,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",90.5,"mm","First_year_ocean_survival",0.016493255943689,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",91,"mm","First_year_ocean_survival",0.0256750427469884,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",91.5,"mm","First_year_ocean_survival",0.038763868069297,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",92,"mm","First_year_ocean_survival",0.0561146189159023,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",92.5,"mm","First_year_ocean_survival",0.0770259044570898,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",93,"mm","First_year_ocean_survival",0.0995199535135586,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",93.5,"mm","First_year_ocean_survival",0.120941986762438,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",94,"mm","First_year_ocean_survival",0.139102985813322,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",94.5,"mm","First_year_ocean_survival",0.15304178701988,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",95,"mm","First_year_ocean_survival",0.162945161469337,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",95.5,"mm","First_year_ocean_survival",0.169601822553684,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",96,"mm","First_year_ocean_survival",0.173911004173786,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",96.5,"mm","First_year_ocean_survival",0.176633009123402,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",97,"mm","First_year_ocean_survival",0.178325900263518,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",97.5,"mm","First_year_ocean_survival",0.179368592943835,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",98,"mm","First_year_ocean_survival",0.1800069798992,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",98.5,"mm","First_year_ocean_survival",0.180396399877358,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",99,"mm","First_year_ocean_survival",0.180633417009582,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",99.5,"mm","First_year_ocean_survival",0.180777478849549,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",100,"mm","First_year_ocean_survival",0.180864968781076,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",100.5,"mm","First_year_ocean_survival",0.180918075377593,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",101,"mm","First_year_ocean_survival",0.180950301353746,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",101.5,"mm","First_year_ocean_survival",0.180969852990275,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",102,"mm","First_year_ocean_survival",0.180981713715903,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",102.5,"mm","First_year_ocean_survival",0.180988908367129,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",103,"mm","First_year_ocean_survival",0.180993272422384,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",103.5,"mm","First_year_ocean_survival",0.180995919458233,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",104,"mm","First_year_ocean_survival",0.180997525004356,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",104.5,"mm","First_year_ocean_survival",0.180998498831182,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",105,"mm","First_year_ocean_survival",0.180999089492115,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",105.5,"mm","First_year_ocean_survival",0.180999447747959,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",106,"mm","First_year_ocean_survival",0.180999665041803,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",106.5,"mm","First_year_ocean_survival",0.180999796837436,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",107,"mm","First_year_ocean_survival",0.180999876775622,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",107.5,"mm","First_year_ocean_survival",0.180999925260616,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",108,"mm","First_year_ocean_survival",0.180999954668265,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",108.5,"mm","First_year_ocean_survival",0.18099997250491,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",109,"mm","First_year_ocean_survival",0.180999983323384,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",109.5,"mm","First_year_ocean_survival",0.180999989885121,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",110,"mm","First_year_ocean_survival",0.180999993865015,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",110.5,"mm","First_year_ocean_survival",0.180999996278944,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",111,"mm","First_year_ocean_survival",0.180999997743065,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",111.5,"mm","First_year_ocean_survival",0.1809999986311,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",112,"mm","First_year_ocean_survival",0.18099999916972,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",112.5,"mm","First_year_ocean_survival",0.18099999949641,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",113,"mm","First_year_ocean_survival",0.180999999694557,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",113.5,"mm","First_year_ocean_survival",0.18099999981474,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",114,"mm","First_year_ocean_survival",0.180999999887634,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",114.5,"mm","First_year_ocean_survival",0.180999999931846,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",115,"mm","First_year_ocean_survival",0.180999999958663,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",115.5,"mm","First_year_ocean_survival",0.180999999974928,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",116,"mm","First_year_ocean_survival",0.180999999984793,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",116.5,"mm","First_year_ocean_survival",0.180999999990776,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",117,"mm","First_year_ocean_survival",0.180999999994406,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",117.5,"mm","First_year_ocean_survival",0.180999999996607,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",118,"mm","First_year_ocean_survival",0.180999999997942,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",118.5,"mm","First_year_ocean_survival",0.180999999998752,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",119,"mm","First_year_ocean_survival",0.180999999999243,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",119.5,"mm","First_year_ocean_survival",0.180999999999541,"proportion","curve"
"Estuary_Residents","Mean_Fork_Length",120,"mm","First_year_ocean_survival",0.180999999999721,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",50,"mm","First_year_ocean_survival",2.91782910521927e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",50.5,"mm","First_year_ocean_survival",3.48087051570104e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",51,"mm","First_year_ocean_survival",4.15251364710494e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",51.5,"mm","First_year_ocean_survival",4.95368655831819e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",52,"mm","First_year_ocean_survival",5.90934200118587e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",52.5,"mm","First_year_ocean_survival",7.04922792653025e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",53,"mm","First_year_ocean_survival",8.40880402425595e-05,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",53.5,"mm","First_year_ocean_survival",0.000100303313500213,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",54,"mm","First_year_ocean_survival",0.000119641668357486,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",54.5,"mm","First_year_ocean_survival",0.000142702999427603,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",55,"mm","First_year_ocean_survival",0.000170201749505733,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",55.5,"mm","First_year_ocean_survival",0.000202988494146901,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",56,"mm","First_year_ocean_survival",0.000242075471661252,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",56.5,"mm","First_year_ocean_survival",0.000288666727906409,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",57,"mm","First_year_ocean_survival",0.000344193636395763,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",57.5,"mm","First_year_ocean_survival",0.000410356647520005,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",58,"mm","First_year_ocean_survival",0.000489174210421924,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",58.5,"mm","First_year_ocean_survival",0.000583039888230125,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",59,"mm","First_year_ocean_survival",0.000694788738131305,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",59.5,"mm","First_year_ocean_survival",0.00082777403168838,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",60,"mm","First_year_ocean_survival",0.000985955318385212,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",60.5,"mm","First_year_ocean_survival",0.00117399864502478,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",61,"mm","First_year_ocean_survival",0.00139738937810734,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",61.5,"mm","First_year_ocean_survival",0.00166255745886008,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",62,"mm","First_year_ocean_survival",0.00197701395100479,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",62.5,"mm","First_year_ocean_survival",0.00234949629355684,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",63,"mm","First_year_ocean_survival",0.00279011759362953,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",63.5,"mm","First_year_ocean_survival",0.00331051241792857,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",64,"mm","First_year_ocean_survival",0.00392396769738696,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",64.5,"mm","First_year_ocean_survival",0.00464552241592929,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",65,"mm","First_year_ocean_survival",0.00549201368304595,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",65.5,"mm","First_year_ocean_survival",0.00648203976717844,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",66,"mm","First_year_ocean_survival",0.00763580322095007,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",66.5,"mm","First_year_ocean_survival",0.00897479042620915,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",67,"mm","First_year_ocean_survival",0.0105212395299821,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",67.5,"mm","First_year_ocean_survival",0.0122973495153509,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",68,"mm","First_year_ocean_survival",0.0143241925789434,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",68.5,"mm","First_year_ocean_survival",0.0166203140272619,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",69,"mm","First_year_ocean_survival",0.0192000419588941,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",69.5,"mm","First_year_ocean_survival",0.0220715842113468,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",70,"mm","First_year_ocean_survival",0.0252350590322932,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",70.5,"mm","First_year_ocean_survival",0.0286806785772288,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",71,"mm","First_year_ocean_survival",0.0323873629726943,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",71.5,"mm","First_year_ocean_survival",0.0363220842389642,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",72,"mm","First_year_ocean_survival",0.040440201606597,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",72.5,"mm","First_year_ocean_survival",0.0446869409819543,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",73,"mm","First_year_ocean_survival",0.049,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",73.5,"mm","First_year_ocean_survival",0.0533130590180458,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",74,"mm","First_year_ocean_survival",0.057559798393403,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",74.5,"mm","First_year_ocean_survival",0.0616779157610358,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",75,"mm","First_year_ocean_survival",0.0656126370273057,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",75.5,"mm","First_year_ocean_survival",0.0693193214227712,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",76,"mm","First_year_ocean_survival",0.0727649409677068,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",76.5,"mm","First_year_ocean_survival",0.0759284157886532,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",77,"mm","First_year_ocean_survival",0.0787999580411059,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",77.5,"mm","First_year_ocean_survival",0.0813796859727381,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",78,"mm","First_year_ocean_survival",0.0836758074210566,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",78.5,"mm","First_year_ocean_survival",0.085702650484649,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",79,"mm","First_year_ocean_survival",0.0874787604700179,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",79.5,"mm","First_year_ocean_survival",0.0890252095737908,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",80,"mm","First_year_ocean_survival",0.0903641967790499,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",80.5,"mm","First_year_ocean_survival",0.0915179602328216,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",81,"mm","First_year_ocean_survival",0.0925079863169541,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",81.5,"mm","First_year_ocean_survival",0.0933544775840707,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",82,"mm","First_year_ocean_survival",0.094076032302613,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",82.5,"mm","First_year_ocean_survival",0.0946894875820714,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",83,"mm","First_year_ocean_survival",0.0952098824063705,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",83.5,"mm","First_year_ocean_survival",0.0956505037064432,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",84,"mm","First_year_ocean_survival",0.0960229860489952,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",84.5,"mm","First_year_ocean_survival",0.0963374425411399,"proportion","curve"
"First_Year_Ocean","Mean_Fork_Length",85,"mm","First_year_ocean_survival",0.0966026106218927,"proportion","curve"
